auction_date,tenor_days,lag1_stop,lag2_stop,lag3_stop,offer_amt,prev_offer,prev_bid_cover,sec_rate,sec_rate_5d_ago,system_liquidity,mpr,inflation,actual_stop_rate,source
2022-07-13,182,3.79,3.79,3.84,1457.97,2163.9,8.0212,3.84,3.84,800.0,13.0,19.64,4.0,cbn_primary_market
2022-07-13,364,6.07,6.07,6.44,137300.96,158040.24,1.8853,6.22,6.22,800.0,13.0,19.64,7.0,cbn_primary_market
2022-07-27,182,4.0,3.79,3.79,3536.2,1457.97,1.3329,4.05,3.84,800.0,14.0,19.64,4.1,cbn_primary_market
2022-07-27,364,7.0,6.07,6.07,258527.9,137300.96,1.0117,7.15,6.22,800.0,14.0,19.64,7.0,cbn_primary_market
2022-07-27,91,2.75,2.49,2.5,2219.8,4508.01,1.0216,2.75,2.49,800.0,14.0,19.64,2.8,cbn_primary_market
2022-08-10,364,7.0,7.0,6.07,147778.71,258527.9,1.2271,7.15,7.15,800.0,14.0,19.64,7.45,cbn_primary_market
2022-08-10,91,2.8,2.75,2.49,1018.5,2219.8,0.8385,2.8,2.75,800.0,14.0,19.64,3.5,cbn_primary_market
2022-08-10,182,4.1,4.0,3.79,1820.09,3536.2,0.3971,4.15,4.05,800.0,14.0,19.64,4.5,cbn_primary_market
2022-08-24,364,7.45,7.0,7.0,280934.11,147778.71,1.2454,7.6,7.15,800.0,14.0,19.64,8.5,cbn_primary_market
2022-08-24,91,3.5,2.8,2.75,3562.78,1018.5,1.7674,3.5,2.8,800.0,14.0,19.64,4.0,cbn_primary_market
2022-08-24,182,4.5,4.1,4.0,11032.25,1820.09,0.9279,4.55,4.15,800.0,14.0,19.64,5.0,cbn_primary_market
2022-09-07,364,8.5,7.45,7.0,162682.15,280934.11,1.0614,8.65,7.6,800.0,14.0,19.64,10.0,cbn_primary_market
2022-09-07,91,4.0,3.5,2.8,20766.65,3562.78,0.696,4.0,3.5,800.0,14.0,19.64,5.5,cbn_primary_market
2022-09-07,182,5.0,4.5,4.1,31287.63,11032.25,0.9486,5.05,4.55,800.0,14.0,19.64,5.85,cbn_primary_market
2022-09-14,182,5.85,5.0,4.5,21849.56,31287.63,0.3373,5.9,5.05,800.0,14.0,19.64,6.0,cbn_primary_market
2022-09-14,91,5.5,4.0,3.5,11442.15,20766.65,0.0545,5.5,4.0,800.0,14.0,19.64,5.5,cbn_primary_market
2022-09-14,364,10.0,8.5,7.45,126307.74,162682.15,1.2839,10.15,8.65,800.0,14.0,19.64,9.75,cbn_primary_market
2022-09-28,182,6.0,5.85,5.0,20345.15,21849.56,0.2022,6.05,5.9,800.0,15.5,19.64,7.5,cbn_primary_market
2022-09-28,91,5.5,5.5,4.0,12283.05,11442.15,0.9855,5.5,5.5,800.0,15.5,19.64,6.49,cbn_primary_market
2022-09-28,364,9.75,10.0,8.5,108712.23,126307.74,3.1006,9.9,10.15,800.0,15.5,19.64,12.0,cbn_primary_market
2022-10-12,91,6.49,5.5,5.5,14273.39,12283.05,0.1969,6.49,5.5,800.0,15.5,21.09,6.47,cbn_primary_market
2022-10-12,364,12.0,9.75,10.0,151064.95,108712.23,2.1462,12.15,9.9,800.0,15.5,21.09,13.0,cbn_primary_market
2022-10-12,182,7.5,6.0,5.85,25555.34,20345.15,0.1744,7.55,6.05,800.0,15.5,21.09,7.9,cbn_primary_market
2022-10-26,182,7.9,7.5,6.0,58228.25,25555.34,0.1025,7.95,7.55,800.0,15.5,21.09,8.05,cbn_primary_market
2022-10-26,364,13.0,12.0,9.75,150341.71,151064.95,0.7127,13.15,12.15,800.0,15.5,21.09,14.5,cbn_primary_market
2022-10-26,91,6.47,6.49,5.5,31693.36,14273.39,0.1154,6.47,6.49,800.0,15.5,21.09,6.5,cbn_primary_market
2022-11-09,364,14.5,13.0,12.0,139057.0,150341.71,0.8263,14.65,13.15,800.0,15.5,21.09,13.99,cbn_primary_market
2022-11-09,182,8.05,7.9,7.5,32825.64,58228.25,0.1823,8.1,7.95,800.0,15.5,21.09,8.05,cbn_primary_market
2022-11-09,91,6.5,6.47,6.49,21151.61,31693.36,0.0669,6.5,6.47,800.0,15.5,21.09,6.5,cbn_primary_market
2022-11-23,182,8.05,8.05,7.9,41252.92,32825.64,0.1937,8.1,8.1,800.0,15.5,21.09,8.05,cbn_primary_market
2022-11-23,364,13.99,14.5,13.0,139897.3,139057.0,3.5915,14.14,14.65,800.0,15.5,21.09,14.84,cbn_primary_market
2022-11-23,91,6.5,6.5,6.47,32275.56,21151.61,0.7157,6.5,6.5,800.0,15.5,21.09,6.5,cbn_primary_market
2022-12-07,364,14.84,13.99,14.5,51392.62,139897.3,2.4678,14.99,14.14,800.0,15.5,21.09,13.05,cbn_primary_market
2022-12-07,182,8.05,8.05,8.05,1935.26,41252.92,0.0739,8.1,8.1,800.0,15.5,21.09,8.0,cbn_primary_market
2022-12-07,91,6.5,6.5,6.5,1028.89,32275.56,0.3708,6.5,6.5,800.0,15.5,21.09,6.49,cbn_primary_market
2022-12-14,182,8.0,8.05,8.05,1284.65,1935.26,1.4749,8.05,8.1,800.0,15.5,21.09,7.3,cbn_primary_market
2022-12-14,91,6.49,6.5,6.5,8500.15,1028.89,3.3869,6.49,6.5,800.0,15.5,21.09,5.5,cbn_primary_market
2022-12-14,364,13.05,14.84,13.99,3800.0,51392.62,14.0513,13.2,14.99,800.0,15.5,21.09,9.89,cbn_primary_market
2022-12-28,91,5.5,6.49,6.5,2162.92,8500.15,3.1298,5.5,6.49,800.0,15.5,21.09,2.749,cbn_primary_market
2022-12-28,364,9.89,13.05,14.84,48114.73,3800.0,105.0386,10.04,13.2,800.0,15.5,21.09,8.49,cbn_primary_market
2022-12-28,182,7.3,8.0,8.05,17156.0,1284.65,15.8123,7.35,8.05,800.0,15.5,21.09,7.15,cbn_primary_market
2023-01-11,364,8.49,9.89,13.05,53899.21,48114.73,6.3914,8.64,10.04,1200.0,15.5,21.82,7.3,cbn_primary_market
2023-01-11,182,7.15,7.3,8.0,1489.31,17156.0,1.1922,7.2,7.35,1200.0,15.5,21.82,4.33,cbn_primary_market
2023-01-11,91,2.749,5.5,6.49,1546.12,2162.92,10.3553,2.749,5.5,1200.0,15.5,21.82,2.0,cbn_primary_market
2023-01-25,364,7.3,8.49,9.89,217532.85,53899.21,5.7596,7.45,8.64,1200.0,15.5,21.82,4.78,cbn_primary_market
2023-01-25,182,4.33,7.15,7.3,1263.25,1489.31,37.7367,4.38,7.2,1200.0,15.5,21.82,1.8,cbn_primary_market
2023-02-08,182,1.8,4.33,7.15,1314.9,1263.25,70.9411,1.85,4.38,1200.0,15.5,21.82,0.3,cbn_primary_market
2023-02-08,91,2.0,2.749,5.5,4522.0,1546.12,14.4881,2.0,2.749,1200.0,15.5,21.82,0.1,cbn_primary_market
2023-02-08,364,4.78,7.3,8.49,211227.3,217532.85,3.955,4.93,7.45,1200.0,15.5,21.82,2.24,cbn_primary_market
2023-02-22,91,0.1,2.0,2.749,11677.78,4522.0,2.1756,0.1,2.0,1200.0,15.5,21.82,3.0,cbn_primary_market
2023-02-22,364,2.24,4.78,7.3,241614.25,211227.3,4.8819,2.39,4.93,1200.0,15.5,21.82,9.9,cbn_primary_market
2023-02-22,182,0.3,1.8,4.33,10210.0,1314.9,11.4418,0.35,1.85,1200.0,15.5,21.82,3.24,cbn_primary_market
2023-03-08,364,9.9,2.24,4.78,212920.47,241614.25,1.0913,10.05,2.39,1200.0,17.5,21.82,10.0,cbn_primary_market
2023-03-08,91,3.0,0.1,2.0,1028.89,11677.78,1.3301,3.0,0.1,1200.0,17.5,21.82,1.44,cbn_primary_market
2023-03-08,182,3.24,0.3,1.8,10554.29,10210.0,1.7191,3.29,0.35,1200.0,17.5,21.82,6.0,cbn_primary_market
2023-03-15,182,6.0,3.24,0.3,918.38,10554.29,1.0714,6.05,3.29,1200.0,17.5,21.82,5.0,cbn_primary_market
2023-03-15,91,1.44,3.0,0.1,1101.07,1028.89,4.2313,1.44,3.0,1200.0,17.5,21.82,2.55,cbn_primary_market
2023-03-15,364,10.0,9.9,2.24,159845.79,212920.47,4.1825,10.15,10.05,1200.0,17.5,21.82,9.49,cbn_primary_market
2023-03-29,182,5.0,6.0,3.24,3343.24,918.38,19.4324,5.05,6.05,1200.0,18.0,21.82,8.0,cbn_primary_market
2023-03-29,364,9.49,10.0,9.9,139963.3,159845.79,6.3009,9.64,10.15,1200.0,18.0,21.82,14.74,cbn_primary_market
2023-03-29,91,2.55,1.44,3.0,2162.92,1101.07,64.3432,2.55,1.44,1200.0,18.0,21.82,6.0,cbn_primary_market
2023-04-12,182,8.0,5.0,6.0,2515.4,3343.24,0.4667,8.05,5.05,1200.0,18.0,22.22,8.0,cbn_primary_market
2023-04-12,364,14.74,9.49,10.0,143969.47,139963.3,1.1809,14.89,9.64,1200.0,18.0,22.22,14.7,cbn_primary_market
2023-04-12,91,6.0,2.55,1.44,3154.33,2162.92,0.8076,6.0,2.55,1200.0,18.0,22.22,6.0,cbn_primary_market
2023-04-26,364,14.7,14.74,9.49,119606.14,143969.47,1.8994,14.85,14.89,1200.0,18.0,22.22,10.17,cbn_primary_market
2023-04-26,182,8.0,8.0,5.0,10116.4,2515.4,1.2417,8.05,8.05,1200.0,18.0,22.22,8.0,cbn_primary_market
2023-04-26,91,6.0,6.0,2.55,1737.75,3154.33,1.1976,6.0,6.0,1200.0,18.0,22.22,5.3,cbn_primary_market
2023-05-10,364,10.17,14.7,14.74,134019.98,119606.14,6.7549,10.32,14.85,1200.0,18.0,22.22,8.99,cbn_primary_market
2023-05-10,182,8.0,8.0,8.0,5439.36,10116.4,0.7863,8.05,8.05,1200.0,18.0,22.22,6.44,cbn_primary_market
2023-05-10,91,5.3,6.0,6.0,4522.0,1737.75,1.8518,5.3,6.0,1200.0,18.0,22.22,4.5,cbn_primary_market
2023-05-24,182,6.44,8.0,8.0,1817.86,5439.36,7.7096,6.49,8.05,1200.0,18.5,22.22,4.99,cbn_primary_market
2023-05-24,364,8.99,10.17,14.7,168666.29,134019.98,5.6389,9.14,10.32,1200.0,18.5,22.22,7.99,cbn_primary_market
2023-05-24,91,4.5,5.3,6.0,9962.53,4522.0,5.1293,4.5,5.3,1200.0,18.5,22.22,2.29,cbn_primary_market
2023-06-07,182,4.99,6.44,8.0,1935.26,1817.86,410.3943,5.04,6.49,1200.0,18.5,22.22,6.0,cbn_primary_market
2023-06-07,364,7.99,8.99,10.17,179890.08,168666.29,4.4232,8.14,9.14,1200.0,18.5,22.22,9.45,cbn_primary_market
2023-06-07,91,2.29,4.5,5.3,1028.89,9962.53,3.3662,2.29,4.5,1200.0,18.5,22.22,4.48,cbn_primary_market
2023-06-14,182,6.0,4.99,6.44,1284.65,1935.26,3.2668,6.05,5.04,1200.0,18.5,22.22,5.12,cbn_primary_market
2023-06-14,91,4.48,2.29,4.5,1101.07,1028.89,8.03,4.48,2.29,1200.0,18.5,22.22,4.89,cbn_primary_market
2023-06-14,364,9.45,7.99,8.99,32154.9,179890.08,4.5339,9.6,8.14,1200.0,18.5,22.22,8.24,cbn_primary_market
2023-06-30,91,4.89,4.48,2.29,1746.83,1101.07,1.436,4.89,4.48,1200.0,18.5,22.22,2.87,cbn_primary_market
2023-06-30,182,5.12,6.0,4.99,17156.0,1284.65,5.6608,5.17,6.05,1200.0,18.5,22.22,4.37,cbn_primary_market
2023-06-30,364,8.24,9.45,7.99,168211.62,32154.9,8.623,8.39,9.6,1200.0,18.5,22.22,6.23,cbn_primary_market
2023-07-12,91,2.87,4.89,4.48,2777.58,1746.83,4.093,2.87,4.89,1200.0,18.5,24.08,2.86,cbn_primary_market
2023-07-12,182,4.37,5.12,6.0,1489.31,17156.0,2.1816,4.42,5.17,1200.0,18.5,24.08,3.5,cbn_primary_market
2023-07-12,364,6.23,8.24,9.45,137504.24,168211.62,4.2143,6.38,8.39,1200.0,18.5,24.08,5.94,cbn_primary_market
2023-07-26,91,2.86,2.87,4.89,1737.75,2777.58,2.1106,2.86,2.87,1200.0,18.75,24.08,6.0,cbn_primary_market
2023-07-26,364,5.94,6.23,8.24,261327.29,137504.24,4.7607,6.09,6.38,1200.0,18.75,24.08,12.15,cbn_primary_market
2023-07-26,182,3.5,4.37,5.12,1263.25,1489.31,21.0684,3.55,4.42,1200.0,18.75,24.08,8.0,cbn_primary_market
2023-08-09,364,12.15,5.94,6.23,148150.79,261327.29,1.469,12.3,6.09,1200.0,18.75,24.08,9.8,cbn_primary_market
2023-08-09,91,6.0,2.86,2.87,4522.0,1737.75,4.5153,6.0,2.86,1200.0,18.75,24.08,5.0,cbn_primary_market
2023-08-09,182,8.0,3.5,4.37,1314.9,1263.25,5.0962,8.05,3.55,1200.0,18.75,24.08,5.9,cbn_primary_market
2023-08-23,182,5.9,8.0,3.5,10210.0,1314.9,11.2382,5.95,8.05,1200.0,18.75,24.08,8.0,cbn_primary_market
2023-08-23,364,9.8,12.15,5.94,283043.58,148150.79,5.4517,9.95,12.3,1200.0,18.75,24.08,13.97,cbn_primary_market
2023-08-23,91,5.0,6.0,2.86,9962.53,4522.0,3.0598,5.0,6.0,1200.0,18.75,24.08,5.19,cbn_primary_market
2023-09-06,364,13.97,9.8,12.15,203153.24,283043.58,5.3475,14.12,9.95,1200.0,18.75,24.08,12.55,cbn_primary_market
2023-09-06,182,8.0,5.9,8.0,10554.29,10210.0,1.2099,8.05,5.95,1200.0,18.75,24.08,7.0,cbn_primary_market
2023-09-06,91,5.19,5.0,6.0,1028.89,9962.53,1.7306,5.19,5.0,1200.0,18.75,24.08,4.5,cbn_primary_market
2023-09-13,182,7.0,8.0,5.9,918.38,10554.29,3.7108,7.05,8.05,1200.0,18.75,24.08,7.0,cbn_primary_market
2023-09-13,364,12.55,13.97,9.8,150180.92,203153.24,4.0952,12.7,14.12,1200.0,18.75,24.08,12.98,cbn_primary_market
2023-09-28,91,4.5,5.19,5.0,1746.83,1028.89,4.4999,4.5,5.19,1200.0,18.75,24.08,4.99,cbn_primary_market
2023-09-28,182,7.0,7.0,8.0,1560.4,918.38,4.2813,7.05,7.05,1200.0,18.75,24.08,6.55,cbn_primary_market
2023-09-28,364,12.98,12.55,13.97,173814.85,150180.92,4.2527,13.13,12.7,1200.0,18.75,24.08,11.37,cbn_primary_market
2023-10-11,91,4.99,4.5,5.19,2777.58,1746.83,4.0515,4.99,4.5,1200.0,18.75,27.33,3.67,cbn_primary_market
2023-10-11,182,6.55,7.0,7.0,3023.35,1560.4,4.2534,6.6,7.05,1200.0,18.75,27.33,5.11,cbn_primary_market
2023-10-11,364,11.37,12.98,12.55,30756.39,173814.85,4.4477,11.52,13.13,1200.0,18.75,27.33,9.25,cbn_primary_market
2023-10-25,91,3.67,4.99,4.5,2846.5,2777.58,2.036,3.67,4.99,1200.0,18.75,27.33,5.999,cbn_primary_market
2023-10-25,364,9.25,11.37,12.98,97329.78,30756.39,9.9437,9.4,11.52,1200.0,18.75,27.33,13.0,cbn_primary_market
2023-10-25,182,5.11,6.55,7.0,7954.58,3023.35,3.1925,5.16,6.6,1200.0,18.75,27.33,9.0,cbn_primary_market
2023-11-08,91,5.999,3.67,4.99,4522.0,2846.5,10.0596,5.999,3.67,1200.0,18.75,27.33,7.0,cbn_primary_market
2023-11-08,182,9.0,5.11,6.55,5439.36,7954.58,1.8196,9.05,5.16,1200.0,18.75,27.33,11.0,cbn_primary_market
2023-11-08,364,13.0,9.25,11.37,300162.66,97329.78,6.319,13.15,9.4,1200.0,18.75,27.33,16.75,cbn_primary_market
2023-11-22,182,11.0,9.0,5.11,1817.86,5439.36,6.0595,11.05,9.05,1200.0,18.75,27.33,12.0,cbn_primary_market
2023-11-22,364,16.75,13.0,9.25,199930.14,300162.66,2.7545,16.9,13.15,1200.0,18.75,27.33,16.75,cbn_primary_market
2023-12-06,364,16.75,16.75,13.0,101392.62,199930.14,6.0444,16.9,16.9,1200.0,18.75,27.33,15.75,cbn_primary_market
2023-12-06,91,7.0,5.999,3.67,1028.89,4522.0,3.5486,7.0,5.999,1200.0,18.75,27.33,9.0,cbn_primary_market
2023-12-06,182,12.0,11.0,9.0,1935.26,1817.86,5.5301,12.05,11.05,1200.0,18.75,27.33,13.0,cbn_primary_market
2023-12-13,182,13.0,12.0,11.0,1284.65,1935.26,13.8573,13.05,12.05,1200.0,18.75,27.33,11.0,cbn_primary_market
2023-12-13,91,9.0,7.0,5.999,1101.07,1028.89,14.013,9.0,7.0,1200.0,18.75,27.33,6.25,cbn_primary_market
2023-12-13,364,15.75,16.75,16.75,11199.08,101392.62,16.9852,15.9,16.9,1200.0,18.75,27.33,13.5,cbn_primary_market
2023-12-27,364,13.5,15.75,16.75,48114.73,11199.08,131.9769,13.65,15.9,1200.0,18.75,27.33,12.24,cbn_primary_market
2023-12-27,91,6.25,9.0,7.0,1746.83,1101.07,39.5835,6.25,9.0,1200.0,18.75,27.33,7.0,cbn_primary_market
2023-12-27,182,11.0,13.0,12.0,17156.0,1284.65,39.2294,11.05,13.05,1200.0,18.75,27.33,10.0,cbn_primary_market
2024-01-10,364,12.24,13.5,15.75,52291.0,48114.73,20.1228,12.39,13.65,1800.0,18.75,29.9,8.399,cbn_primary_market
2024-01-10,91,7.0,6.25,9.0,2777.58,1746.83,10.7661,7.0,6.25,1800.0,18.75,29.9,2.44,cbn_primary_market
2024-01-10,182,10.0,11.0,13.0,1489.31,17156.0,2.9376,10.05,11.05,1800.0,18.75,29.9,4.22,cbn_primary_market
2024-01-24,364,8.399,12.24,13.5,217532.85,52291.0,191.3746,8.549,12.39,1800.0,18.75,29.9,11.54,cbn_primary_market
2024-01-24,182,4.22,10.0,11.0,6437.75,1489.31,26.0983,4.27,10.05,1800.0,18.75,29.9,7.15,cbn_primary_market
2024-01-24,91,2.44,7.0,6.25,7846.5,2777.58,13.9937,2.44,7.0,1800.0,18.75,29.9,5.0,cbn_primary_market
2024-02-07,91,5.0,2.44,7.0,200000.0,7846.5,1.6236,5.0,2.44,1800.0,18.75,29.9,17.24,cbn_primary_market
2024-02-07,182,7.15,4.22,10.0,200000.0,6437.75,5.4116,7.2,4.27,1800.0,18.75,29.9,18.0,cbn_primary_market
2024-02-07,364,11.54,8.399,12.24,600000.0,217532.85,4.7752,11.69,8.549,1800.0,18.75,29.9,19.0,cbn_primary_market
2024-02-21,182,18.0,7.15,4.22,10210.0,200000.0,0.3842,18.05,7.2,1800.0,18.75,29.9,17.5,cbn_primary_market
2024-02-21,364,19.0,11.54,8.399,243329.5,600000.0,3.1103,19.15,11.69,1800.0,18.75,29.9,19.0,cbn_primary_market
2024-02-21,91,17.24,5.0,2.44,11962.53,200000.0,0.1995,17.24,5.0,1800.0,18.75,29.9,17.0,cbn_primary_market
2024-03-06,364,19.0,19.0,11.54,312920.47,243329.5,7.2791,19.15,19.15,1800.0,22.75,29.9,21.49,cbn_primary_market
2024-03-06,91,17.0,17.24,5.0,14417.91,11962.53,30.7654,17.0,17.24,1800.0,22.75,29.9,17.24,cbn_primary_market
2024-03-06,182,17.5,18.0,7.15,10554.29,10210.0,9.6656,17.55,18.05,1800.0,22.75,29.9,18.0,cbn_primary_market
2024-03-13,364,21.49,19.0,19.0,159845.79,312920.47,4.9335,21.64,19.15,1800.0,22.75,29.9,21.124,cbn_primary_market
2024-03-13,182,18.0,17.5,18.0,918.38,10554.29,4.8807,18.05,17.55,1800.0,22.75,29.9,17.0,cbn_primary_market
2024-03-13,91,17.24,17.0,17.24,728.17,14417.91,4.6214,17.24,17.0,1800.0,22.75,29.9,16.2399,cbn_primary_market
2024-03-27,182,17.0,18.0,17.5,1560.4,918.38,54.0598,17.05,18.05,1800.0,24.75,29.9,17.0,cbn_primary_market
2024-03-27,91,16.2399,17.24,17.0,17606.52,728.17,117.4305,16.2399,17.24,1800.0,24.75,29.9,16.24,cbn_primary_market
2024-03-27,364,21.124,21.49,19.0,142162.23,159845.79,8.5176,21.274,21.64,1800.0,24.75,29.9,21.124,cbn_primary_market
2024-04-12,182,17.0,17.0,18.0,3023.35,1560.4,37.2876,17.05,17.05,1800.0,24.75,33.2,17.0,cbn_primary_market
2024-04-12,91,16.24,16.2399,17.24,2777.58,17606.52,4.3627,16.24,16.2399,1800.0,24.75,33.2,16.24,cbn_primary_market
2024-04-12,364,21.124,21.124,21.49,143838.27,142162.23,17.467,21.274,21.274,1800.0,24.75,33.2,20.7,cbn_primary_market
2024-04-24,364,20.7,21.124,21.124,121767.96,143838.27,12.3042,20.85,21.274,1800.0,24.75,33.2,20.7,cbn_primary_market
2024-04-24,91,16.24,16.24,16.2399,7846.5,2777.58,9.843,16.24,16.24,1800.0,24.75,33.2,16.24,cbn_primary_market
2024-04-24,182,17.0,17.0,17.0,12954.58,3023.35,9.0192,17.05,17.05,1800.0,24.75,33.2,17.0,cbn_primary_market
2024-05-08,182,17.0,17.0,17.0,5439.36,12954.58,1.0409,17.05,17.05,1800.0,24.75,33.2,17.0,cbn_primary_market
2024-05-08,364,20.7,20.7,21.124,134019.98,121767.96,5.9594,20.85,20.85,1800.0,24.75,33.2,20.7,cbn_primary_market
2024-05-08,91,16.24,16.24,16.24,39902.08,7846.5,2.3836,16.24,16.24,1800.0,24.75,33.2,16.24,cbn_primary_market
2024-05-22,364,20.7,20.7,20.7,168666.29,134019.98,6.5643,20.85,20.85,1800.0,26.25,33.2,20.69,cbn_primary_market
2024-05-22,91,16.24,16.24,16.24,331010.93,39902.08,0.5322,16.24,16.24,1800.0,26.25,33.2,16.5,cbn_primary_market
2024-05-23,182,17.0,17.0,17.0,9297.86,5439.36,2.402,17.05,17.05,1800.0,26.25,33.2,17.449,cbn_primary_market
2024-06-05,364,20.69,20.7,20.7,179890.08,168666.29,8.4959,20.84,20.85,1800.0,26.25,33.2,20.67,cbn_primary_market
2024-06-05,182,17.449,17.0,17.0,26817.41,9297.86,3.5721,17.499,17.05,1800.0,26.25,33.2,17.5,cbn_primary_market
2024-06-05,91,16.5,16.24,16.24,14417.91,331010.93,0.3774,16.5,16.24,1800.0,26.25,33.2,16.5,cbn_primary_market
2024-06-11,91,16.5,16.5,16.24,20749.35,14417.91,1.4872,16.5,16.5,1800.0,26.25,33.2,18.0,cbn_primary_market
2024-06-11,364,20.67,20.69,20.7,487238.7,179890.08,3.7658,20.82,20.84,1800.0,26.25,33.2,23.0,cbn_primary_market
2024-06-11,182,17.5,17.449,17.0,5439.36,26817.41,0.5602,17.55,17.499,1800.0,26.25,33.2,18.5,cbn_primary_market
2024-06-13,364,23.0,20.67,20.69,32154.9,487238.7,1.3321,23.15,20.82,1800.0,26.25,33.2,20.5,cbn_primary_market
2024-06-13,182,18.5,17.5,17.449,6345.47,5439.36,0.9012,18.55,17.55,1800.0,26.25,33.2,17.44,cbn_primary_market
2024-06-13,91,18.0,16.5,16.5,5728.17,20749.35,0.7709,18.0,16.5,1800.0,26.25,33.2,16.3,cbn_primary_market
2024-06-26,182,17.44,18.5,17.5,30671.05,6345.47,2.6722,17.49,18.55,1800.0,26.25,33.2,17.44,cbn_primary_market
2024-06-26,364,20.5,23.0,20.67,168211.62,32154.9,11.7037,20.65,23.15,1800.0,26.25,33.2,20.68,cbn_primary_market
2024-06-26,91,16.3,18.0,16.5,29833.97,5728.17,2.5267,16.3,18.0,1800.0,26.25,33.2,16.3,cbn_primary_market
2024-07-24,91,16.3,16.3,18.0,16482.6,29833.97,1.2164,16.3,16.3,2200.0,26.75,36.0,18.5,cbn_primary_market
2024-07-24,364,20.68,20.5,23.0,255044.03,168211.62,4.1443,20.83,20.65,2200.0,26.75,36.0,22.1,cbn_primary_market
2024-07-24,182,17.44,17.44,18.5,6437.75,30671.05,1.323,17.49,17.49,2200.0,26.75,36.0,19.5,cbn_primary_market
2024-08-07,182,19.5,17.44,17.44,51348.83,6437.75,0.9945,19.55,17.49,2200.0,26.75,36.0,19.5,cbn_primary_market
2024-08-07,91,18.5,16.3,16.3,16592.72,16482.6,0.7973,18.5,16.3,2200.0,26.75,36.0,18.5,cbn_primary_market
2024-08-07,364,22.1,20.68,20.5,148150.79,255044.03,1.3896,22.25,20.83,2200.0,26.75,36.0,21.889,cbn_primary_market
2024-08-21,182,19.5,19.5,17.44,66246.12,51348.83,0.6515,19.55,19.55,2200.0,26.75,36.0,19.2,cbn_primary_market
2024-08-21,91,18.5,18.5,16.3,60685.97,16592.72,1.3156,18.5,18.5,2200.0,26.75,36.0,18.2,cbn_primary_market
2024-08-21,364,21.889,22.1,20.68,283043.58,148150.79,2.9131,22.039,22.25,2200.0,26.75,36.0,20.9,cbn_primary_market
2024-09-04,182,19.2,19.5,19.5,10554.29,66246.12,0.8532,19.25,19.55,2200.0,26.75,36.0,17.5,cbn_primary_market
2024-09-04,91,18.2,18.5,18.5,19605.97,60685.97,1.0074,18.2,18.5,2200.0,26.75,36.0,17.0,cbn_primary_market
2024-09-04,364,20.9,21.889,22.1,203153.24,283043.58,3.2131,21.05,22.039,2200.0,26.75,36.0,18.94,cbn_primary_market
2024-09-11,182,17.5,19.2,19.5,4918.38,10554.29,1.7023,17.55,19.25,2200.0,26.75,36.0,17.0,cbn_primary_market
2024-09-11,91,17.0,18.2,18.5,6780.63,19605.97,2.1291,17.0,18.2,2200.0,26.75,36.0,16.63,cbn_primary_market
2024-09-11,364,18.94,20.9,21.889,150180.92,203153.24,5.2655,19.09,21.05,2200.0,26.75,36.0,18.59,cbn_primary_market
2024-09-25,91,16.63,17.0,18.2,28153.23,6780.63,2.6254,16.63,17.0,2200.0,27.25,36.0,17.0,cbn_primary_market
2024-09-25,364,18.59,18.94,20.9,173814.85,150180.92,3.5904,18.74,19.09,2200.0,27.25,36.0,20.0,cbn_primary_market
2024-09-25,182,17.0,17.5,19.2,25576.54,4918.38,1.2522,17.05,17.55,2200.0,27.25,36.0,17.5,cbn_primary_market
2024-10-09,182,17.5,17.0,17.5,22674.14,25576.54,0.9069,17.55,17.05,2200.0,27.25,32.7,17.5,cbn_primary_market
2024-10-09,364,20.0,18.59,18.94,30756.39,173814.85,1.4407,20.15,18.74,2200.0,27.25,32.7,19.864,cbn_primary_market
2024-10-09,91,17.0,16.63,17.0,28474.1,28153.23,1.0888,17.0,16.63,2200.0,27.25,32.7,17.0,cbn_primary_market
2024-10-23,364,19.864,20.0,18.59,349537.41,30756.39,8.1831,20.014,20.15,2200.0,27.25,32.7,20.65,cbn_primary_market
2024-10-23,182,17.5,17.5,17.0,11991.14,22674.14,0.2348,17.55,17.55,2200.0,27.25,32.7,17.5,cbn_primary_market
2024-10-23,91,17.0,17.0,16.63,13141.38,28474.1,0.5714,17.0,17.0,2200.0,27.25,32.7,17.0,cbn_primary_market
2024-11-20,364,20.65,19.864,20.0,540450.14,349537.41,1.3172,20.8,20.014,2200.0,27.25,32.7,23.5,cbn_primary_market
2024-11-20,91,17.0,17.0,17.0,41892.41,13141.38,0.1279,17.0,17.0,2200.0,27.25,32.7,18.0,cbn_primary_market
2024-11-20,182,17.5,17.5,17.5,28457.89,11991.14,1.0494,17.55,17.55,2200.0,27.25,32.7,18.5,cbn_primary_market
2024-12-04,364,23.5,20.65,19.864,563121.45,540450.14,2.0777,23.65,20.8,2200.0,27.5,32.7,22.93,cbn_primary_market
2024-12-04,91,18.0,17.0,17.0,7860.39,41892.41,0.8454,18.0,17.0,2200.0,27.5,32.7,18.0,cbn_primary_market
2024-12-04,182,18.5,17.5,17.5,12274.36,28457.89,0.6634,18.55,17.55,2200.0,27.5,32.7,18.5,cbn_primary_market
2024-12-11,91,18.0,18.0,17.0,10841.3,7860.39,0.371,18.0,18.0,2200.0,27.5,32.7,18.0,cbn_primary_market
2024-12-11,364,22.93,23.5,20.65,256511.16,563121.45,4.4867,23.08,23.65,2200.0,27.5,32.7,22.8,cbn_primary_market
